"month","day","year","36015020","36025010"
"05","19","2012",NA,19
"05","20","2012",NA,21.2
"05","21","2012",NA,18.2
"05","22","2012",NA,19
"05","23","2012",NA,21.2
"05","24","2012",NA,19
"05","25","2012",NA,18
"05","26","2012",NA,19.2
"05","27","2012",NA,20.2
"05","28","2012",NA,21
"05","29","2012",NA,18
"05","30","2012",NA,21.2
"05","31","2012",NA,19.2
"06","01","2012",NA,21.2
"06","02","2012",NA,19
"06","03","2012",NA,18
"06","04","2012",NA,21
"06","05","2012",NA,19
"06","06","2012",NA,18.2
"06","07","2012",NA,21
"06","08","2012",NA,19
"06","09","2012",NA,21
"06","10","2012",NA,19.2
"06","11","2012",NA,18
"06","12","2012",NA,19
"06","13","2012",NA,20.2
"06","14","2012",NA,21
"06","15","2012",NA,18.2
"06","16","2012",NA,19
"06","17","2012",NA,21
"06","18","2012",NA,21.2
"06","19","2012",NA,18
"06","20","2012",NA,19.2
"06","21","2012",NA,21
"06","22","2012",NA,19.2
"06","23","2012",NA,21
"06","24","2012",NA,18.2
"06","25","2012",NA,19
"06","26","2012",NA,21.2
"06","27","2012",NA,19.2
"06","28","2012",NA,18
"06","29","2012",NA,19.2
"06","30","2012",NA,18
"07","01","2012",NA,21.2
"07","02","2012",NA,18
"07","03","2012",NA,21
"07","04","2012",NA,18.2
"07","05","2012",NA,19
"07","06","2012",NA,19.2
"07","07","2012",NA,18.2
"07","08","2012",NA,18
"07","09","2012",NA,19
"07","10","2012",NA,21
"07","11","2012",NA,19.2
"07","12","2012",NA,18
"07","13","2012",NA,19
"07","14","2012",NA,21.2
"07","15","2012",NA,18.2
"07","16","2012",NA,19
"07","17","2012",NA,18.2
"07","18","2012",25.6,21
"07","19","2012",24.475,19.2
"07","20","2012",24.8869565217391,18
"07","21","2012",25.425,21.2
"07","22","2012",26.8652173913043,19.2
"07","23","2012",26,18
"07","24","2012",25.95,21.2
"07","25","2012",28.9,19
"07","26","2012",26.25,18.2
"07","27","2012",26.4,19
"07","28","2012",27.15,21
"07","29","2012",28.4571428571429,18
"07","30","2012",26.9666666666667,19.2
"07","31","2012",NA,21
"08","01","2012",28.4666666666667,19.2
"08","02","2012",29.9666666666667,18.2
"08","03","2012",27.5,21
"08","04","2012",NA,20.2
"08","05","2012",NA,19
"08","06","2012",NA,21
"08","07","2012",NA,21.2
"08","08","2012",30.9,19
"08","09","2012",NA,18.2
"08","10","2012",NA,19
"08","11","2012",NA,21.2
"08","12","2012",NA,19
"08","13","2012",NA,18.2
"08","14","2012",NA,21
"08","15","2012",NA,19.2
"08","16","2012",NA,21
"08","17","2012",NA,18
"08","18","2012",NA,19.2
"08","19","2012",NA,18
"08","20","2012",NA,21.2
"08","21","2012",NA,18
"08","22","2012",NA,21
"08","23","2012",NA,19.2
"08","24","2012",NA,18
"08","25","2012",NA,18.2
"08","26","2012",NA,19
"08","27","2012",NA,21
"08","28","2012",NA,21.2
"08","29","2012",NA,19
"08","30","2012",NA,18
"08","31","2012",NA,19.2
"09","01","2012",NA,19
"09","02","2012",NA,21
"09","03","2012",NA,18
"09","04","2012",NA,19.2
"09","05","2012",NA,18
"09","06","2012",NA,19.2
"09","07","2012",NA,19
"09","08","2012",NA,21.2
"09","09","2012",NA,18
"09","10","2012",NA,19.2
"09","11","2012",NA,21
"09","12","2012",NA,18.2
"09","13","2012",NA,19
"09","14","2012",NA,19.2
"09","15","2012",NA,18
"09","16","2012",NA,21
"09","17","2012",NA,19.2
"09","18","2012",NA,18
"09","19","2012",NA,21
"09","20","2012",NA,19.2
"09","21","2012",NA,21.2
"09","22","2012",NA,18.2
"09","23","2012",NA,19.2
"09","24","2012",NA,18
"09","25","2012",NA,21
"09","26","2012",NA,19.2
"09","27","2012",NA,18
"09","28","2012",NA,21.2
"09","29","2012",NA,19
"09","30","2012",NA,18.2
"10","01","2012",NA,19
"10","02","2012",NA,19.2
"10","03","2012",NA,18
"10","04","2012",NA,19
"10","05","2012",NA,21.2
"10","06","2012",NA,19
"10","07","2012",NA,18.2
"10","08","2012",NA,19.2
"10","09","2012",NA,21
"10","10","2012",NA,18.2
"10","11","2012",NA,21.2
"10","12","2012",NA,19.2
"10","13","2012",NA,18
"10","14","2012",NA,18.2
"10","15","2012",NA,21
"10","16","2012",NA,19
"10","17","2012",NA,18.2
"10","18","2012",NA,21.2
"10","19","2012",NA,18
"10","20","2012",NA,19.2
"10","21","2012",NA,18
"10","22","2012",NA,18.2
"10","23","2012",NA,19.2
"10","24","2012",NA,21
"10","25","2012",NA,18
"10","26","2012",NA,21.2
"10","27","2012",NA,18.2
"10","28","2012",NA,19
"10","29","2012",NA,21
"10","30","2012",NA,18.2
"10","31","2012",NA,19
"11","01","2012",NA,18.2
"11","02","2012",NA,19.2
"11","03","2012",NA,18
"11","04","2012",NA,19
"11","05","2012",NA,18.2
"11","06","2012",NA,21.2
"11","07","2012",NA,19
"11","08","2012",NA,18.2
"11","09","2012",NA,21.2
"11","10","2012",NA,18
"11","11","2012",NA,19.2
"11","12","2012",NA,18
"11","13","2012",NA,21.2
"11","14","2012",NA,21
"11","15","2012",NA,18.2
"11","16","2012",NA,19
"11","17","2012",NA,21
"11","18","2012",NA,19.2
"11","19","2012",NA,18.2
"11","20","2012",NA,19
"11","21","2012",NA,21
"11","22","2012",NA,18.2
"11","23","2012",NA,19.2
"11","24","2012",NA,18
"11","25","2012",NA,21
"11","26","2012",NA,18.2
"11","27","2012",NA,19
"11","28","2012",NA,21.2
"11","29","2012",NA,18.2
"11","30","2012",22.9,21
"12","01","2012",30.58,19
"12","02","2012",30,18.2
"12","03","2012",29.375,21
"12","04","2012",29.9,21.2
"12","05","2012",30.66,18.2
"12","06","2012",29.56,21
"12","07","2012",27.05,21
"12","08","2012",31.6,19
"12","09","2012",NA,18.2
"12","10","2012",NA,21
"12","11","2012",NA,19
"12","12","2012",NA,18.2
"12","13","2012",NA,21.2
"12","14","2012",NA,19.2
"12","15","2012",NA,21
"12","16","2012",NA,18.2
"12","17","2012",NA,19.2
"12","18","2012",NA,18.6
"12","19","2012",NA,21
"12","20","2012",NA,19.2
"12","21","2012",NA,18.2
"12","22","2012",NA,19
"12","23","2012",NA,21.2
"12","24","2012",NA,18
"12","25","2012",NA,19.2
"12","26","2012",NA,21.2
"12","27","2012",NA,19
"12","28","2012",NA,18.2
"12","29","2012",NA,21
"12","30","2012",NA,18.2
"12","31","2012",NA,19
"01","01","2013",NA,21
"01","02","2013",NA,21.2
"01","03","2013",NA,18.2
"01","04","2013",NA,18
"01","05","2013",NA,19.2
"01","06","2013",NA,21.2
"01","07","2013",NA,19
"01","08","2013",NA,18
"01","09","2013",NA,19.2
"01","10","2013",NA,21
"01","11","2013",NA,19.2
"01","12","2013",NA,18
"01","13","2013",NA,19.2
"01","14","2013",NA,19
"01","15","2013",NA,18.2
"01","16","2013",NA,18
"01","17","2013",NA,21.2
"01","18","2013",NA,19
"01","19","2013",NA,18
"01","20","2013",NA,19.2
"01","21","2013",NA,21
"01","22","2013",NA,18.2
"01","23","2013",NA,21.2
"01","24","2013",NA,18
"01","25","2013",NA,19.2
"01","26","2013",NA,18.2
"01","27","2013",NA,19
"01","28","2013",NA,21.2
"01","29","2013",NA,18
"01","30","2013",NA,19.2
"01","31","2013",NA,18
"02","01","2013",NA,19
"02","02","2013",NA,21.2
"02","03","2013",NA,18.2
"02","04","2013",NA,19.2
"02","05","2013",NA,18
"02","06","2013",NA,19.2
"02","07","2013",NA,21
"02","08","2013",NA,19
"02","09","2013",NA,18.2
"02","10","2013",NA,19
"02","11","2013",NA,21.2
"02","12","2013",NA,19.2
"02","13","2013",NA,21
"02","14","2013",NA,19.2
"02","15","2013",NA,21.2
"02","16","2013",NA,19
"02","17","2013",NA,18
"02","18","2013",NA,19.2
"02","19","2013",NA,18.2
"02","20","2013",NA,19
"02","21","2013",NA,21.2
"02","22","2013",NA,18
"02","23","2013",NA,19.2
"02","24","2013",NA,18.2
"02","25","2013",NA,18
"02","26","2013",NA,19
"02","27","2013",NA,21.2
"02","28","2013",NA,18
"03","01","2013",NA,19.2
"03","02","2013",NA,18.2
"03","03","2013",NA,19
"03","04","2013",NA,18.2
"03","05","2013",NA,19.2
"03","06","2013",NA,21
"03","07","2013",NA,18.2
"03","08","2013",NA,19.2
"03","09","2013",NA,18
"03","10","2013",NA,19.2
"03","11","2013",NA,21.2
"03","12","2013",NA,19
"03","13","2013",NA,18.2
"03","14","2013",NA,19.2
"03","15","2013",NA,21
"03","16","2013",NA,18
"03","17","2013",NA,21.2
"03","18","2013",NA,19
"03","19","2013",NA,18
"03","20","2013",NA,19.2
"03","21","2013",NA,21
"03","22","2013",NA,21.2
"03","23","2013",NA,18
"03","24","2013",NA,19.2
"03","25","2013",NA,18.2
"03","26","2013",NA,19
"03","27","2013",NA,18.2
"03","28","2013",NA,19
"03","29","2013",NA,18.2
"03","30","2013",NA,19
"03","31","2013",NA,21
"04","01","2013",NA,18
"04","02","2013",NA,21.2
"04","03","2013",NA,19
"04","04","2013",NA,18.2
"04","05","2013",NA,19.2
"04","06","2013",NA,21
"04","07","2013",NA,18.2
"04","08","2013",NA,21.2
"04","09","2013",NA,19
"04","10","2013",NA,18.2
"04","11","2013",NA,19.2
"04","12","2013",NA,21.2
"04","13","2013",NA,18
"04","14","2013",NA,19
"04","15","2013",NA,18.2
"04","16","2013",NA,18
"04","17","2013",NA,19
"04","18","2013",NA,21.2
"04","19","2013",NA,19.2
"04","20","2013",NA,18
"04","21","2013",NA,19
"04","22","2013",NA,18.2
"04","23","2013",NA,19.2
"04","24","2013",NA,19
"04","25","2013",NA,18
"04","26","2013",NA,18.2
"04","27","2013",NA,19
"04","28","2013",NA,21
"04","29","2013",NA,18
"04","30","2013",NA,19
"05","01","2013",NA,18.2
"05","02","2013",NA,19.2
"05","03","2013",NA,21
"05","04","2013",NA,18
"05","05","2013",NA,19.2
"05","06","2013",30.4,19
"05","07","2013",27.85,18.2
"05","08","2013",28.3,19.2
"05","09","2013",NA,18
"05","10","2013",NA,19.2
"05","11","2013",NA,18
"05","12","2013",NA,18.2
"05","13","2013",NA,19
"05","14","2013",NA,18.2
"05","15","2013",NA,19
"05","16","2013",29,21.2
"05","17","2013",NA,18
"05","18","2013",NA,19.2
"05","19","2013",NA,18
"05","20","2013",NA,19.2
"05","21","2013",NA,21
"05","22","2013",NA,18.2
"05","23","2013",NA,19
"05","24","2013",NA,19.2
"05","25","2013",NA,18
"05","26","2013",NA,18.2
"05","27","2013",NA,19
"05","28","2013",NA,18
"05","29","2013",NA,19.2
"05","30","2013",NA,18
"05","31","2013",NA,19.2
"06","01","2013",NA,18.2
"06","02","2013",NA,19.2
"06","03","2013",NA,21
"06","04","2013",NA,18
"06","05","2013",NA,21.2
"06","06","2013",NA,18
"06","07","2013",NA,19.2
"06","08","2013",NA,18
"06","09","2013",NA,21.2
"06","10","2013",NA,19
"06","11","2013",NA,18.2
"06","12","2013",NA,19
"06","13","2013",NA,19.2
"06","14","2013",NA,18
"06","15","2013",NA,19.2
"06","16","2013",NA,18
"06","17","2013",NA,21.2
"06","18","2013",NA,18
"06","19","2013",NA,19.2
"06","20","2013",NA,18
"06","21","2013",NA,19.2
"06","22","2013",NA,18
"06","23","2013",NA,19
"06","24","2013",NA,18.2
"06","25","2013",NA,18
"06","26","2013",NA,21.2
"06","27","2013",NA,18.2
"06","28","2013",NA,19
"06","29","2013",NA,21
"06","30","2013",NA,19.2
"07","01","2013",NA,18
"07","02","2013",29.2,19.2
"07","03","2013",NA,18.2
"07","04","2013",NA,19
"07","05","2013",NA,18.2
"07","06","2013",NA,21.2
"07","07","2013",NA,19
"07","08","2013",NA,18.2
"07","09","2013",NA,19.2
"07","10","2013",24.25,18
"07","11","2013",NA,18.2
"07","12","2013",NA,21
"07","13","2013",NA,19
"07","14","2013",NA,18.2
"07","15","2013",NA,18
"07","16","2013",NA,19.2
"07","17","2013",26.3,21
"07","18","2013",NA,18.2
"07","19","2013",NA,19
"07","20","2013",NA,21.2
"07","21","2013",27.8,18
"07","22","2013",NA,19.2
"07","23","2013",NA,18.2
"07","24","2013",25.9555555555556,19
"07","25","2013",23.7695652173913,19
"07","26","2013",22.4916666666667,18.2
"07","27","2013",23.4916666666667,18
"07","28","2013",25.1913043478261,19.2
"07","29","2013",24.268,18.2
"07","30","2013",25.0652173913043,19
"07","31","2013",25.412,21
"08","01","2013",23.3875,18.2
"08","02","2013",23.0181818181818,19
"08","03","2013",24.7545454545455,18.2
"08","04","2013",25.6,19.2
"08","05","2013",22.8444444444444,18
"08","06","2013",27.5714285714286,21.2
"08","07","2013",24.0105263157895,18
"08","08","2013",26.1347826086957,19.2
"08","09","2013",26.9291666666667,18.2
"08","10","2013",26.5125,19
"08","11","2013",24.9434782608696,18.2
"08","12","2013",25.836,19.2
"08","13","2013",26.1916666666667,19
"08","14","2013",24.9208333333333,21
"08","15","2013",25.5,18
"08","16","2013",25.8458333333333,19.2
"08","17","2013",24.0434782608696,18
"08","18","2013",25.4833333333333,18.2
"08","19","2013",26,19
"08","20","2013",25.6695652173913,21
"08","21","2013",24.932,18
"08","22","2013",26.1083333333333,18.2
"08","23","2013",26.2217391304348,19
"08","24","2013",25.556,19.2
"08","25","2013",23.9875,18.2
"08","26","2013",25.3083333333333,19
"08","27","2013",25.2541666666667,18.2
"08","28","2013",25.8173913043478,21
"08","29","2013",24.236,18.2
"08","30","2013",23.9416666666667,19
"08","31","2013",24.8086956521739,18.2
"09","01","2013",26.7291666666667,19.2
"09","02","2013",27.1708333333333,18
"09","03","2013",25,18.2
"09","04","2013",25,19.2
"09","05","2013",24.848,18.2
"09","06","2013",26.2,21
"09","07","2013",25.32,19.2
"09","08","2013",26.2782608695652,18
"09","09","2013",24.3875,19.2
"09","10","2013",25.308,21
"09","11","2013",26.4761904761905,18.2
"09","12","2013",27.24,19
"09","13","2013",27.7875,18
"09","14","2013",26.2478260869565,21.2
"09","15","2013",24.5583333333333,19.2
"09","16","2013",25.4391304347826,18
"09","17","2013",24.8416666666667,18.2
"09","18","2013",25.95625,19.2
"09","19","2013",27.3166666666667,19
"09","20","2013",26.3913043478261,21
"09","21","2013",26.912,18.2
"09","22","2013",26.7833333333333,19
"09","23","2013",26.025,19.2
"09","24","2013",26.7541666666667,18.2
"09","25","2013",24.7363636363636,19
"09","26","2013",26.0409090909091,18.2
"09","27","2013",26.2166666666667,21
"09","28","2013",27.3590909090909,19.2
"09","29","2013",23.2454545454545,19
"09","30","2013",25.868,18.2
"10","01","2013",24.6833333333333,18
"10","02","2013",26.295652173913,19.2
"10","03","2013",26.9291666666667,21
"10","04","2013",23.3,18.2
"10","05","2013",26.0391304347826,21.2
"10","06","2013",27.4791666666667,18
"10","07","2013",25.9083333333333,19.2
"10","08","2013",25.8173913043478,21
"10","09","2013",27.0047619047619,21
"10","10","2013",27.2,18.2
"10","11","2013",26.7913043478261,19
"10","12","2013",26.2391304347826,18.2
"10","13","2013",26.6772727272727,21
"10","14","2013",25.2565217391304,18.2
"10","15","2013",25.9857142857143,19.2
"10","16","2013",25.5090909090909,19
"10","17","2013",25.0125,18.2
"10","18","2013",26.7761904761905,19.2
"10","19","2013",27.235,21
"10","20","2013",25.0260869565217,18
"10","21","2013",24.6789473684211,18.2
"10","22","2013",23.9083333333333,19
"10","23","2013",23.5363636363636,18.2
"10","24","2013",26.3272727272727,19
"10","25","2013",25.5260869565217,18
"10","26","2013",26.6434782608696,21.2
"10","27","2013",26.0909090909091,19.2
"10","28","2013",27.0130434782609,18
"10","29","2013",25.8105263157895,18.2
"10","30","2013",27.0166666666667,19
"10","31","2013",25.8217391304348,18
"11","01","2013",25.804,19.2
"11","02","2013",26.025,18.2
"11","03","2013",25.8347826086957,19.2
"11","04","2013",23.796,18
"11","05","2013",25.5125,19.2
"11","06","2013",25.6375,21.2
"11","07","2013",25.3521739130435,18
"11","08","2013",26.3125,19.2
"11","09","2013",24.45,18.2
"11","10","2013",26.3545454545455,19
"11","11","2013",26.0625,18.2
"11","12","2013",26.6333333333333,21
"11","13","2013",26.9521739130435,18.2
"11","14","2013",26.5347826086957,19.2
"11","15","2013",25.0217391304348,18
"11","16","2013",26.6833333333333,21.2
"11","17","2013",27.2791666666667,18
"11","18","2013",26.9958333333333,19.2
"11","19","2013",26.8833333333333,18
"11","20","2013",26.4083333333333,19
"11","21","2013",26.5913043478261,18.2
"11","22","2013",26.9090909090909,21
"11","23","2013",25.7,18.2
"11","24","2013",26.1666666666667,19
"11","25","2013",26.2869565217391,20.2
"11","26","2013",25.105,18.2
"11","27","2013",25.7181818181818,19
"11","28","2013",25.6166666666667,18
"11","29","2013",25.6130434782609,19.2
"11","30","2013",25.4058823529412,18
"12","01","2013",25.9666666666667,21
"12","02","2013",23.6,19.2
"12","03","2013",24.9869565217391,18
"12","04","2013",26.7416666666667,21
"12","05","2013",26.3086956521739,21.2
"12","06","2013",26.1952380952381,18.2
"12","07","2013",25.8,19
"12","08","2013",25.5916666666667,19.2
"12","09","2013",25.47,18.2
"12","10","2013",26.404347826087,19.2
"12","11","2013",25.7375,18
"12","12","2013",25.2565217391304,21.2
"12","13","2013",26.5428571428571,18.2
"12","14","2013",24.8944444444444,19
"12","15","2013",26.5181818181818,18.2
"12","16","2013",26,19.2
"12","17","2013",26.635,18
"12","18","2013",25.5916666666667,19.2
"12","19","2013",25.632,21
"12","20","2013",25.2166666666667,18.2
"12","21","2013",24.2208333333333,19
"12","22","2013",24.6652173913043,18
"12","23","2013",24.8130434782609,19.2
"12","24","2013",25.5652173913043,21
"12","25","2013",25.9416666666667,18.2
"12","26","2013",26.4590909090909,19.2
"12","27","2013",26,18
"12","28","2013",26.2291666666667,19
"12","29","2013",26.675,21.2
"12","30","2013",26.7,18
"12","31","2013",27.0583333333333,19.2
