"Date"	"Value"	"Out4Desv"
2006-08-03	32.8	NA
2006-08-04	32	NA
2006-08-05	32	NA
2006-08-06	33.4	NA
2006-08-07	34.2	NA
2006-08-08	31.4	NA
2006-08-09	35.6	NA
2006-08-10	35.4	NA
2006-08-11	32	NA
2006-08-12	36	NA
2006-08-13	33.4	NA
2006-08-14	35.2	NA
2006-08-15	NA	NA
2006-08-16	30.6	NA
2006-08-17	32.4	NA
2006-08-18	32.2	NA
2006-08-19	33.2	NA
2006-08-20	32.2	NA
2006-08-21	33.8	NA
2006-08-22	33	NA
2006-08-23	35	NA
2006-08-24	35.8	NA
2006-08-25	32	NA
2006-08-26	33.8	NA
2006-08-27	31.6	NA
2006-08-28	33.4	NA
2006-08-29	35	NA
2006-08-30	35.2	NA
2006-08-31	34.4	NA
2006-09-01	36	NA
2006-09-02	36.2	NA
2006-09-03	32.4	NA
2006-09-04	33.4	NA
2006-09-05	31.4	NA
2006-09-06	32.8	NA
2006-09-07	34.2	NA
2006-09-08	34.2	NA
2006-09-09	32.6	NA
2006-09-10	35	NA
2006-09-11	33.2	NA
2006-09-12	35	NA
2006-09-13	32.2	NA
2006-09-14	36.6	NA
2006-09-15	33.2	NA
2006-09-16	33.6	NA
2006-09-17	32.6	NA
2006-09-18	28.2	NA
2006-09-19	32.6	NA
2006-09-20	36	NA
2006-09-21	36	NA
2006-09-22	35.2	NA
2006-09-23	36.2	NA
2006-09-24	33.2	NA
2006-09-25	35.2	NA
2006-09-26	33.8	NA
2006-09-27	36.2	NA
2006-09-28	33.6	NA
2006-09-29	36.4	NA
2006-09-30	33.8	NA
2006-10-01	36	NA
2006-10-02	32.6	NA
2006-10-03	35.4	NA
2006-10-04	34.6	NA
2006-10-05	35	NA
2006-10-06	34.8	NA
2006-10-07	NA	NA
2006-10-08	35.4	NA
2006-10-09	35	NA
2006-10-10	38.2	NA
2006-10-11	32.4	NA
2006-10-12	36	NA
2006-10-13	30.2	NA
2006-10-14	32.2	NA
2006-10-15	27	NA
2006-10-16	30.6	NA
2006-10-17	28.2	NA
2006-10-18	31.6	NA
2006-10-19	31.4	NA
2006-10-20	30.4	NA
2006-10-21	31	NA
2006-10-22	28.2	NA
2006-10-23	28.2	NA
2006-10-24	33.4	NA
2006-10-25	34.2	NA
2006-10-26	30.8	NA
